element_type,osmid,geometry,bicycle,crossing,highway,horse,crossing:markings,ford,intermittent,crossing:island,tactile_paving,nodes,smoothness,surface,foot,layer,segregated,tunnel,width,cycleway,lanes,note,access,description,historic,name,website,footway,motor_vehicle,lit,bridge,operator,service,store,postal_code,oneway,source,road_marking,covered,button_operated,wheelchair,access_aisle,ski,snowmobile,public_transport,public_transport:version,railway,addr:city,addr:country,addr:housenumber,addr:state,addr:street,incline,step_count,check_date,dog,stroller,indoor,level,ramp,handrail
way,238000117,"LINESTRING (-112.0791734 33.5671548, -112.0791652 33.5670972, -112.0790304 33.5669423, -112.0789528 33.5668286, -112.0788425 33.5667263, -112.0787117 33.5666259, -112.0786345 33.5665676, -112.0785589 33.5664701, -112.0785006 33.5663854, -112.0784009 33.5662624, -112.0783484 33.5662187, -112.0783004 33.5661628, -112.0782489 33.5661128, -112.0781937 33.5660675, -112.0781164 33.5659959, -112.0780134 33.565903, -112.0779448 33.5658243, -112.0777645 33.5656312, -112.0776787 33.5655311, -112.0775671 33.5654166, -112.0774555 33.5652879, -112.0773611 33.5651949, -112.0773268 33.5651449, -112.0771882 33.5649976, -112.0770451 33.564881, -112.0769141 33.5647819, -112.0767854 33.5647168, -112.0766878 33.5646508, -112.0766284 33.5645928, -112.0764653 33.5644641, -112.0763537 33.5643854, -112.0760148 33.564194, -112.0758775 33.5640795, -112.075723 33.5639794, -112.0754999 33.5638221, -112.0753969 33.5637505, -112.0753024 33.5636862, -112.0751737 33.5636075, -112.0751136 33.5635717, -112.0750621 33.5635145, -112.0749677 33.5634573, -112.0748153 33.5633405, -112.0747272 33.5632726)",designated,,cycleway,designated,,,,,,"[390534531, 390534532, 390534533, 390534534, 390534535, 390534536, 390534537, 390534538, 390534539, 390534540, 390534541, 390534542, 390534543, 390534544, 390534545, 390534546, 390534547, 390534548, 390536465, 390536467, 390536469, 390536470, 390536471, 390536472, 390536473, 390536474, 390536475, 390536476, 390536477, 390536478, 390536479, 390536480, 390536481, 390536482, 390536484, 390536486, 390536490, 390536492, 390536493, 390536495, 390536496, 390536497, 390536849]",excellent,concrete,designated,,no,,3.048,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238000119,"LINESTRING (-112.0829315 33.5689373, -112.0834522 33.5690308, -112.0836153 33.5690523, -112.0837097 33.5690594, -112.0846367 33.5689879, -112.0849999 33.5689647, -112.0851506 33.5690082, -112.0855402 33.5689825)",yes,,cycleway,,,,,,,"[392133222, 392133223, 392133763, 392133764, 392133765, 1557877043, 392135245, 392135246]",,paved,yes,,,,,,,,private,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,266516976,"LINESTRING (-112.0769051 33.5675592, -112.0769098 33.5676172, -112.0769178 33.5677137, -112.0769219 33.5677639)",,,footway,,,,,,,"[2720582445, 2720582442, 2720582450, 2720582448]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,324113405,"LINESTRING (-112.0739044 33.5620109, -112.0737983 33.5619828, -112.0737728 33.5619702, -112.0737489 33.5619448, -112.073697 33.561844, -112.073617 33.5616653, -112.0735332 33.5614357, -112.0734398 33.5612097, -112.0733429 33.560948, -112.0732771 33.560804, -112.0732431 33.5607226, -112.073191 33.5606237, -112.0731346 33.5605418, -112.073068 33.560458, -112.0729971 33.5603899, -112.0729024 33.5603097, -112.0727765 33.5602193, -112.0726535 33.5601481, -112.072532 33.5600951, -112.0722419 33.559983, -112.0716856 33.559772, -112.0709637 33.5594947, -112.0698345 33.5590559, -112.0691306 33.5587945, -112.068003 33.5583502, -112.0678271 33.5582541, -112.0670916 33.5580118, -112.0656814 33.5574718, -112.0654036 33.5573642, -112.0652772 33.5573222, -112.0651526 33.5572668, -112.0650344 33.5572568, -112.064462 33.5570417, -112.0638303 33.5567976, -112.0632662 33.5565887, -112.0630658 33.5565069, -112.0628433 33.5563971, -112.0627488 33.556347, -112.062663 33.5562683, -112.0625943 33.5561897, -112.0625257 33.5561038, -112.0620255 33.5553383, -112.0619826 33.5552382, -112.0619568 33.5551809, -112.0619311 33.5550879, -112.0619139 33.5550236, -112.0618972 33.5549277, -112.0619678 33.5540724, -112.062045 33.5535574, -112.0620873 33.5530757, -112.0621093 33.5528714, -112.0621036 33.5528062, -112.0621313 33.5526953, -112.0621421 33.5526019, -112.0621394 33.5523057, -112.0621223 33.5521698, -112.0621109 33.5520696, -112.0620851 33.5519409, -112.0620422 33.5518407, -112.0619821 33.5516691, -112.061922 33.5515689, -112.0618705 33.5514831, -112.0618105 33.5513686, -112.0617675 33.5513114, -112.0616817 33.5512184, -112.0615358 33.5510754, -112.0602483 33.5500596, -112.0600938 33.5499165, -112.0599651 33.5497663, -112.0598192 33.5495875, -112.0596819 33.5493801, -112.0593643 33.548865, -112.058197 33.5468692, -112.0579996 33.5465259, -112.0579309 33.5464257, -112.0578537 33.5463327, -112.057785 33.546254, -112.0577077 33.5461611, -112.0576391 33.5460895, -112.0575361 33.546018, -112.0574588 33.5459679, -112.0572614 33.5458535, -112.0567568 33.5455733, -112.056532 33.5454655, -112.0564297 33.545425, -112.0563386 33.5453764, -112.0559724 33.5452273, -112.0555708 33.5450585, -112.0554764 33.5450084, -112.0552532 33.5448796, -112.0550746 33.5447574, -112.0548558 33.5446087, -112.0547147 33.5445009, -112.0546117 33.5444151, -112.0543225 33.5441945, -112.0541766 33.5440872, -112.0540049 33.5439799, -112.0538504 33.5438941, -112.0536702 33.5438011, -112.0535071 33.5437439, -112.0532674 33.5436687, -112.0517768 33.5432029, -112.0516051 33.54316, -112.0514577 33.5431242, -112.0513012 33.5430973, -112.0511846 33.5430956, -112.0510644 33.5430956, -112.0508584 33.5431099, -112.0505489 33.5431443, -112.0504116 33.5431443, -112.0502657 33.5431229, -112.0501798 33.5430943, -112.0500682 33.5430513, -112.0499567 33.5429941, -112.0498794 33.542944, -112.0497593 33.5428482, -112.0490314 33.5420127, -112.0489138 33.5418782, -112.0488229 33.5417712, -112.0487353 33.5416732, -112.0486669 33.5415993, -112.0485974 33.5415191, -112.0485407 33.5414264, -112.0483355 33.5410727, -112.0481986 33.5408027, -112.0481024 33.5406049, -112.0479923 33.5404231, -112.0478608 33.5401977, -112.0478005 33.5400866, -112.0477544 33.5400233, -112.0477176 33.5399463, -112.0476429 33.5398463, -112.0476247 33.5398423)",designated,,cycleway,designated,,,,,,"[3308636115, 390547806, 3308636114, 3308636113, 390547807, 3308636112, 3308636111, 390547808, 3308636086, 3308636081, 390547809, 3308636080, 390547810, 390547811, 390547812, 3308636072, 390547813, 390547814, 3308636071, 3308636070, 390547815, 390547816, 3308636069, 390547817, 390547818, 390547819, 390547820, 390547821, 3006456216, 3006456215, 3006456214, 390547822, 390547823, 391212952, 391212953, 391212954, 391212955, 391212956, 391212957, 391212958, 391212959, 391212960, 391212961, 391212962, 391212963, 391212964, 4643367181, 391212966, 391212967, 391212968, 5153763446, 3745067918, 391212951, 391212969, 391212970, 391212971, 391481507, 391481510, 391481512, 391481515, 391481516, 391481518, 391481521, 391481522, 391481524, 391481527, 391481530, 391481532, 391481535, 391481538, 391481540, 391481543, 391483301, 391483303, 391483305, 391483307, 391483309, 391483311, 391483313, 391483315, 391483317, 391483319, 391483321, 391485276, 3308800936, 391485277, 391485278, 391485279, 391485280, 391485281, 391485282, 391485283, 391485284, 391485285, 391485286, 391485287, 391485288, 391485289, 391485290, 391485291, 391485292, 391485294, 391485295, 391485296, 391485297, 391485298, 391485299, 391485300, 391485301, 391485667, 391485668, 391485669, 391485670, 391485671, 391485672, 391485673, 391485674, 391485675, 391485676, 3852304066, 391485677, 391485678, 3852304064, 3852304061, 391485679, 3852302456, 391486946, 391486947, 391486948, 391718829, 391486949, 10570223865, 4209422162]",good,asphalt,designated,,no,,3.048,lane,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,370242959,"LINESTRING (-112.060714 33.5658508, -112.0610993 33.5658822, -112.061159 33.5658855, -112.0615113 33.5658894, -112.0618289 33.5658965, -112.0620263 33.5658894, -112.0621808 33.5658822, -112.0622838 33.5658822, -112.0623267 33.5658679, -112.0623525 33.565825, -112.0623696 33.5657821, -112.0623611 33.5655103, -112.0623782 33.5654674, -112.0624037 33.5654322, -112.062441 33.5653964, -112.0625254 33.5653939, -112.0625872 33.5653678, -112.0626343 33.5653405, -112.0626571 33.5652884, -112.0626736 33.5652097, -112.0626681 33.5651103, -112.0626681 33.5649994, -112.062661 33.564921, -112.0626775 33.5648847, -112.0626952 33.5648084, -112.0626342 33.5646909, -112.0626386 33.5646284, -112.0626387 33.5645482, -112.0626365 33.564446, -112.0626258 33.5643406, -112.0625848 33.5642745, -112.0625485 33.5642677, -112.0624798 33.5642534, -112.0623768 33.5642534, -112.0619047 33.5642462, -112.0615185 33.5642534, -112.0612438 33.5642534, -112.0611644 33.5642535, -112.0610979 33.5642687, -112.0610433 33.5643018, -112.0609928 33.5643858, -112.0609713 33.5644599, -112.0609702 33.5645396, -112.0610121 33.5646682, -112.0610378 33.5647612, -112.0610464 33.5648613, -112.0610293 33.5649328, -112.0610121 33.5650258, -112.060952 33.5651116, -112.060909 33.5651555, -112.0608927 33.5651739, -112.0608737 33.565192)",,,footway,,,,,,,"[1566700775, 380018957, 1566700777, 380018960, 380018962, 380018965, 380018968, 380018971, 380018974, 380018977, 380018984, 380018986, 380018987, 380018988, 380018989, 380018990, 380018991, 380182260, 380182261, 380182262, 380182263, 380182264, 380187597, 380182265, 380182266, 380182267, 380182268, 380182269, 380182270, 380182271, 380182272, 380182273, 380182274, 380182275, 380182276, 380182277, 380182278, 380182279, 380182280, 380182281, 380182282, 380182283, 380182284, 380182285, 380182286, 380182287, 380182288, 380182289, 380182290, 1566700772, 1566700774, 380182291]",intermediate,dirt,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,377869237,"LINESTRING (-112.0737187 33.5625495, -112.0735673 33.5623693, -112.0734145 33.5621412)",designated,,cycleway,designated,,,,,,"[390536366, 390536369, 3812755330]",excellent,concrete,designated,,no,,3.048,lane,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,377869243,"LINESTRING (-112.07457 33.5632857, -112.0744368 33.5631876, -112.0743018 33.5630941, -112.0740913 33.5629175)",designated,,cycleway,designated,,,,,,"[390537746, 390536498, 390536499, 390536348]",excellent,concrete,designated,,no,,3.048,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,377869245,"LINESTRING (-112.0747272 33.5632726, -112.0746759 33.5633, -112.0746158 33.5633, -112.07457 33.5632857)",yes,,cycleway,designated,,,,,,"[390536849, 390537744, 390537745, 390537746]",,concrete,yes,,no,,3.048,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,377869252,"LINESTRING (-112.0734147 33.5620415, -112.0734776 33.5621711, -112.0736499 33.5623995, -112.0737235 33.5624801, -112.0737541 33.5624915, -112.073907 33.5625484)",designated,,cycleway,designated,,,,,,"[390536372, 3812755331, 3812755332, 3812755333, 6314522132, 3812755334]",good,asphalt,designated,,no,,3.048,lane,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,377869256,"LINESTRING (-112.0739122 33.5627122, -112.0740175 33.562784, -112.0740659 33.5628054, -112.0741723 33.5628751, -112.0743118 33.5629746, -112.0744252 33.5630581, -112.0745381 33.5631429, -112.0746479 33.563221, -112.0747272 33.5632726)",designated,,cycleway,designated,,,,,,"[5187764711, 390537757, 3812755336, 390537758, 390537759, 390537760, 390537761, 390537762, 390536849]",excellent,concrete,designated,,no,,3.048,lane,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,382028122,"LINESTRING (-112.0726485 33.5609622, -112.0726022 33.5608959, -112.0725499 33.5608272)",yes,,cycleway,,,yes,yes,,,"[3852304601, 3307881562, 3852304593]",,concrete,yes,,,,,,1,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,382028128,"LINESTRING (-112.0730117 33.5618849, -112.0729928 33.5618432, -112.0729759 33.5618069)",yes,,cycleway,,,yes,yes,,,"[3852304638, 392184103, 3852304632]",,concrete,yes,,,,,,1,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,382028137,"LINESTRING (-112.0729759 33.5618069, -112.0729439 33.5617302, -112.0728789 33.5615614, -112.0727761 33.5612754, -112.0727103 33.5611022, -112.0726723 33.5610038, -112.0726485 33.5609622)",yes,,cycleway,,,,,,,"[3852304632, 3852304630, 3307881567, 3852304622, 392184104, 3307881564, 3852304601]",,asphalt,yes,,,,,,1,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,382028139,"LINESTRING (-112.0735019 33.56288, -112.0734927 33.5626858, -112.0734845 33.5626474, -112.0734523 33.5625959, -112.073343 33.5624338, -112.0732659 33.5623318, -112.0731759 33.5621812, -112.0730716 33.5620017, -112.0730117 33.5618849)",designated,,cycleway,designated,,,,,,"[392184084, 392184099, 5187764714, 392184100, 3852304643, 392184101, 392184102, 3852304642, 3852304638]",good,asphalt,designated,,no,,,,1,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,421123686,"LINESTRING (-112.0737541 33.5624915, -112.0737527 33.5624413, -112.0737708 33.562382, -112.0737896 33.5622987)",yes,,footway,yes,,,,,,"[6314522132, 6314522131, 6314522130, 6314522129]",intermediate,gravel,,,,,3.048,,,https://www.phoenix.gov/phxtv/phxtv-media/video/5953,,"William John Murphy, who moved from Illinois to Phoenix in 1883, built the Arizona Canal and established the Valley citrus industry in the northern extension of Central Avenue in 1895.",yes,Murphy Bridle Path,https://www.phoenix.gov/villagessite/Documents/pdd_pz_pdf_00005.pdf,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,495999521,"LINESTRING (-112.06576 33.5578906, -112.0654186 33.5577579)",designated,,cycleway,designated,,,,,,"[3852304434, 390540389]",excellent,concrete,designated,,no,,3.048,lane,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,495999522,"LINESTRING (-112.0651287 33.5576479, -112.06477 33.5575165, -112.0647288 33.5574997)",designated,,cycleway,designated,,,,,,"[390540390, 3852304432, 4877174001]",excellent,concrete,designated,,no,,3.048,lane,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,604100407,"LINESTRING (-112.0716373 33.5683639, -112.0716373 33.568327, -112.0716055 33.5683064, -112.0715453 33.568299, -112.0715046 33.5683315, -112.0714922 33.5683624, -112.0714728 33.5683786, -112.0714816 33.568414, -112.0714604 33.5684966, -112.0714321 33.5685511, -112.0713824 33.5686195, -112.0713471 33.5686932, -112.0712998 33.5686932, -112.0712317 33.5686932, -112.0711684 33.5686912, -112.0710817 33.5686912, -112.0710551 33.5686898, -112.0710551 33.5686632, -112.0706534 33.5686676, -112.0706446 33.5686956, -112.0706312 33.5687215, -112.0706163 33.5687502, -112.0705791 33.5687944, -112.070503 33.5688475, -112.0704517 33.5688637, -112.070388 33.5688873, -112.0702265 33.568845, -112.0697966 33.5688449, -112.0697407 33.5688449, -112.0697401 33.5688204, -112.069712 33.5687989, -112.0696579 33.5688005)",no,,footway,no,,,,,,"[5733019761, 5733019762, 5733019763, 5733019764, 5733019765, 5733019766, 5733019767, 5733019768, 5733019769, 5733019770, 5733019771, 2304473974, 5742813568, 2304473975, 5733019772, 5733019773, 5733019774, 5733019775, 5733019776, 5733019777, 5733019786, 5733019778, 5733019779, 5733019780, 5733019781, 5733019782, 5733019783, 6965075824, 6965075822, 6965075823, 6965075817, 5733019784]",,concrete,yes,,,,,,,,,,,,,sidewalk,no,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,604100408,"LINESTRING (-112.0705881 33.568047, -112.0705882 33.5681351, -112.0705891 33.5682292, -112.0705863 33.5684296, -112.0705872 33.5685754, -112.070588 33.5686887, -112.0706121 33.5687044, -112.0706312 33.5687215)",no,,footway,no,,,,,,"[6987185209, 5733019785, 5742813569, 5742813570, 5742813571, 2304473993, 2304473994, 5733019786]",,concrete,yes,,,,,,,,,,,,,sidewalk,no,yes,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,744208497,"LINESTRING (-112.0737896 33.5622987, -112.0737888 33.5620875)",yes,,footway,yes,,,,,,"[6314522129, 6314522127]",intermediate,gravel,,1,,,3.048,,,https://www.phoenix.gov/phxtv/phxtv-media/video/5953,,"William John Murphy, who moved from Illinois to Phoenix in 1883, built the Arizona Canal and established the Valley citrus industry in the northern extension of Central Avenue in 1895.",yes,Murphy Bridle Path,https://www.phoenix.gov/villagessite/Documents/pdd_pz_pdf_00005.pdf,,,,yes,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,744208498,"LINESTRING (-112.0737888 33.5620875, -112.0737983 33.5619828, -112.0737987 33.5619317, -112.073799 33.5618582, -112.073801 33.5617509, -112.0737879 33.5616244, -112.0737933 33.5614117, -112.0737869 33.5611561, -112.0737822 33.5609652, -112.0737842 33.5609197, -112.0737822 33.5605993, -112.0737859 33.5604976, -112.0737886 33.5604412, -112.0737728 33.5601752, -112.0737832 33.56009, -112.0737879 33.5598558, -112.0737818 33.5597769, -112.0737749 33.5596888, -112.0737846 33.5594331, -112.0737863 33.5592261, -112.073784 33.5591776, -112.0737833 33.5591284, -112.0737819 33.5590822, -112.0737809 33.5588679, -112.0737809 33.5588283, -112.0737829 33.5587589, -112.0737812 33.5587198, -112.0737829 33.558446, -112.0737829 33.5584105, -112.0737816 33.5583466, -112.0737829 33.5579694, -112.073793 33.5578543, -112.0737889 33.5577084, -112.073797 33.5574385, -112.073792 33.5573895, -112.0737869 33.5573195, -112.0737903 33.5567099, -112.0737896 33.5566575, -112.0737856 33.5565663, -112.0737923 33.5561567, -112.0737923 33.5561316, -112.0737749 33.5559505, -112.073795 33.5557342, -112.073796 33.5556882, -112.073791 33.5556191, -112.0737869 33.5552782, -112.0737869 33.5552195, -112.0737869 33.5551139, -112.0737896 33.5546792, -112.0737863 33.5543154, -112.0737892 33.5542696, -112.0737943 33.5541913, -112.0737903 33.5539645, -112.0737896 33.5538362, -112.0737836 33.5533129, -112.0737816 33.5532606, -112.0737782 33.5529658, -112.0737601 33.552929, -112.0737541 33.5527977, -112.0737584 33.552699, -112.073795 33.5526711, -112.0737851 33.5524093, -112.0737856 33.551963, -112.0737869 33.551773, -112.0737816 33.5515651, -112.0737913 33.5513536, -112.0737919 33.5511618, -112.0737926 33.5511351, -112.0737867 33.550909, -112.0737702 33.5506939, -112.073773 33.5505804, -112.073773 33.5503445, -112.0737705 33.5500893, -112.0737704 33.5500784, -112.073775 33.5499451, -112.0737645 33.5496925, -112.0737578 33.5496503, -112.0737594 33.5495966, -112.0737568 33.5495424, -112.0737573 33.5494495, -112.0737599 33.5492579, -112.0737601 33.5492485, -112.0737537 33.5490548, -112.0737568 33.5489802, -112.0737625 33.5489026, -112.0737551 33.5487726, -112.0737454 33.5487126, -112.073744 33.5485913, -112.0737494 33.5484074, -112.0737467 33.5481995, -112.07374 33.5478592, -112.07374 33.5477902, -112.073738 33.5476977, -112.0737494 33.5473208, -112.0737514 33.5472053, -112.0737326 33.5471304, -112.0737273 33.5470198, -112.0737266 33.5467443, -112.073738 33.5463905, -112.0737232 33.5459898, -112.0736991 33.5457841, -112.0737098 33.5456276, -112.0737138 33.5455537, -112.0737165 33.5453896, -112.0737279 33.5448212, -112.0736857 33.5445272, -112.0736979 33.54441, -112.0736991 33.5443987, -112.0736957 33.5440835, -112.073689 33.5437171, -112.073683 33.5435117, -112.0736863 33.5434179, -112.0736716 33.5433245, -112.0736709 33.5432734, -112.0736716 33.5431842, -112.0736508 33.5426281, -112.0736723 33.5424627, -112.0736602 33.5422995, -112.0736756 33.5419778, -112.0736669 33.5418949, -112.0736649 33.5416003, -112.0736662 33.5415129, -112.0736676 33.5414209, -112.0736676 33.5411845, -112.0736723 33.5411296, -112.0736676 33.5410493, -112.0736555 33.5406402, -112.0736582 33.540269, -112.0736488 33.5399929, -112.0736475 33.5398499, -112.0736421 33.5397281, -112.0736421 33.5395928, -112.073646 33.5392774, -112.0736461 33.5392652, -112.0736434 33.5390892, -112.073639 33.5388791, -112.0736347 33.5386778, -112.073634 33.5385353, -112.073623 33.5384335)",designated,,footway,designated,,,,,,"[6314522127, 390547806, 6314522128, 6314522126, 6314522125, 6314522124, 6314522123, 6314522122, 6314522121, 6314522120, 6314522119, 6314522118, 6314522117, 6314522116, 6314522115, 6314522114, 6314522113, 6314522112, 6314522111, 6314522110, 6314522109, 4010614743, 6314522108, 6314522107, 2497355946, 2497355933, 6314522106, 6314522105, 6314522104, 6314522103, 6314522102, 6314522101, 6314522100, 6314522099, 6314522098, 6314522097, 6314522096, 6314522095, 6314522094, 6314522093, 6314522092, 6314522091, 6314522090, 6314522089, 6314522088, 6314522087, 6314522086, 6314522085, 6314522084, 6314522083, 6314522081, 6314522082, 6314522080, 6314522079, 6314522078, 6314522077, 6314522076, 6314522075, 2580427935, 6314522074, 6314522073, 6314522072, 6314522071, 6314522070, 6314522069, 6314522068, 8530798577, 6314522067, 6314522066, 6314522065, 6314522064, 6314522063, 6314522062, 8530798598, 6314522061, 6314522060, 6314522059, 6314522058, 6314522057, 8530805217, 8530805218, 6314522056, 6314522055, 6314522054, 6314522053, 6314522052, 4924449248, 6314522051, 6314522050, 6314522049, 6314522048, 6314522047, 6314522046, 6314522045, 6314522044, 6314522043, 6314522042, 6314522041, 6314522040, 6314522039, 6314522038, 6314522037, 6314522036, 6314522035, 6314522034, 6314522033, 7127888246, 6314522032, 6314522031, 6314522030, 6314522029, 6314522028, 6314522027, 6314522026, 6314522025, 6314522024, 6314522023, 6314522022, 6314522021, 6314522020, 6314522019, 7829217567, 6314522018, 6314522017, 6314522016, 6314522015, 6314522014, 6314522013, 6314522012, 6314522011, 6314522010, 6314522009, 7388282269, 6314522008, 6314522007, 7388282250, 6314522006, 6314522005, 4209422174]",intermediate,gravel,,,,,3.048,,,https://www.phoenix.gov/phxtv/phxtv-media/video/5953,,"William John Murphy, who moved from Illinois to Phoenix in 1883, built the Arizona Canal and established the Valley citrus industry in the northern extension of Central Avenue in 1895.",yes,Murphy Bridle Path,https://www.phoenix.gov/villagessite/Documents/pdd_pz_pdf_00005.pdf,,,,,City of Phoenix,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,947505771,"LINESTRING (-112.0740396 33.5633573, -112.0740396 33.5633007, -112.0740293 33.5629916, -112.0740175 33.562784, -112.0740169 33.5626048, -112.0740166 33.5623298, -112.0740122 33.5622697, -112.0740176 33.5620911)",,,footway,designated,,,,,,"[390537754, 390537755, 390537756, 390537757, 8770227810, 8770227806, 8770227807, 8770227808]",,paved,,,no,,,,,,,,,,,sidewalk,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,947505772,"LINESTRING (-112.0740396 33.5633573, -112.0740436 33.5639783)",,,footway,,,,,,,"[390537754, 8770227809]",,paved,,,,,,,,,,,,,,sidewalk,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,947505773,"LINESTRING (-112.0740169 33.5626048, -112.0742634 33.5628122, -112.0745741 33.5630549, -112.075382 33.5636143, -112.0763801 33.564312, -112.0771617 33.5648834, -112.0773814 33.5650837, -112.0775088 33.5651858, -112.0781594 33.5658947, -112.0787383 33.5665228, -112.0796304 33.5675169)",designated,,cycleway,,,,,,,"[8770227810, 8770227811, 8770227812, 8770227813, 8770227814, 8770227815, 8770227816, 8770243017, 8770243018, 8770243019, 8770243020]",,unpaved,designated,,no,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,954454115,"LINESTRING (-112.0801984 33.5771717, -112.0801935 33.5771257, -112.0802111 33.5753033, -112.0802184 33.5752408, -112.080231 33.5751722, -112.0802455 33.575124, -112.0802618 33.575078, -112.0802853 33.5750441, -112.0803079 33.5750245, -112.080336 33.5750109, -112.0803649 33.5750019, -112.0806216 33.5750056)",yes,,footway,,,,,,,"[8833846756, 8833846755, 8833846757, 8833846758, 8833846759, 8833846760, 8833846761, 8833846762, 8833846763, 8833846764, 8833846765, 8833846766]",,concrete,yes,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,968278489,"LINESTRING (-112.0785115 33.5670242, -112.0785991 33.5669679)",,marked,footway,,yes,,,,yes,"[8958172934, 8958172933]",,asphalt,,,,,,,,,,,,,,crossing,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,968278490,"LINESTRING (-112.0784498 33.5669591, -112.0784091 33.5669854)",,,footway,,,,,,,"[8958172936, 8958172935]",,concrete,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,968278491,"LINESTRING (-112.0788315 33.5675345, -112.0788188 33.56728, -112.078804 33.5672532, -112.0786572 33.5670928, -112.0786323 33.5670794, -112.0786015 33.5670844, -112.0785787 33.5670951, -112.0785115 33.5670242, -112.0784498 33.5669591, -112.0782662 33.5667654, -112.0782476 33.5667481)",,,footway,,,,,,,"[8958172945, 8958172944, 8958172943, 8958172942, 8958172941, 8958172940, 8958172939, 8958172934, 8958172936, 8958172938, 8958172937]",,concrete,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,968278492,"LINESTRING (-112.0789436 33.567532, -112.0789348 33.5673068, -112.0789388 33.5672934, -112.0791734 33.5671548)",,,footway,,,,,,,"[8958172948, 8958172947, 8958172946, 390534531]",,concrete,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 115 E Dunlap Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
